test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
Trim47	Trim47	Trim47	chr11:115967063-115971549	CP	SVZ_IZ	OK	0.666609	1.65993	1.31621	-4.44163	8.93E-06	3.57E-05	yes
Cdk2ap1	Cdk2ap1	Cdk2ap1	chr5:124795447-124804637	CP	SVZ_IZ	OK	277.235	690.439	1.31641	-11.4129	0	0	yes
Hat1	Hat1	Hat1	chr2:71227316-71279679	CP	SVZ_IZ	OK	14.8789	37.0658	1.31682	-8.38162	0	0	yes
Kdm8	Kdm8	Kdm8	chr7:132588133-132605782	CP	SVZ_IZ	OK	1.06456	2.65282	1.31727	-4.34602	1.39E-05	5.41E-05	yes
Arhgap17	Arhgap17	Arhgap17	chr7:130422662-130513429	CP	SVZ_IZ	OK	3.03745	7.57025	1.31748	-9.78665	0	0	yes
2700038G22Rik	2700038G22Rik	2700038G22Rik	chr5:23356414-23360851	CP	SVZ_IZ	OK	1.21698	3.03697	1.31933	-4.11538	3.87E-05	0.000140989	yes
Pabpc4l	Pabpc4l	Pabpc4l	chr3:46246118-46251863	CP	SVZ_IZ	OK	0.130767	0.326464	1.31992	-2.66724	0.00764759	0.0179883	yes
Cux1	Cux1	Cux1	chr5:136724004-137043301	CP	SVZ_IZ	OK	35.26	88.0862	1.32088	-11.5448	0	0	yes
Actl6a	Actl6a	Actl6a	chr3:32607467-32625893	CP	SVZ_IZ	OK	26.9388	67.3176	1.3213	-10.1702	0	0	yes
Irf2	Irf2	Irf2	chr8:47825098-47932812	CP	SVZ_IZ	OK	2.50096	6.25814	1.32325	-5.84412	5.09E-09	2.96E-08	yes
Gpx8	Gpx8	Gpx8	chr13:113832970-113836596	CP	SVZ_IZ	OK	7.18277	17.9797	1.32376	-5.76626	8.11E-09	4.61E-08	yes
Brca2	Brca2	Brca2	chr5:151325197-151372324	CP	SVZ_IZ	OK	0.756104	1.89282	1.32388	-6.90762	4.93E-12	3.71E-11	yes
Cd247	Cd247	Cd247	chr1:167718811-167932765	CP	SVZ_IZ	OK	0.783724	1.96376	1.3252	-2.53141	0.0113604	0.025557	yes
Nsmce4a	Nsmce4a	Nsmce4a	chr7:137676039-137690895	CP	SVZ_IZ	OK	32.8485	82.3453	1.32586	-9.92293	0	0	yes
Tspan15	Tspan15	Tspan15	chr10:61648143-61693966	CP	SVZ_IZ	OK	1.09793	2.75487	1.3272	-5.11818	3.09E-07	1.48E-06	yes
Pctp	Pctp	Pctp	chr11:89844730-89864208	CP	SVZ_IZ	OK	0.357123	0.897085	1.32882	-2.66289	0.00774734	0.0181997	yes
Tpcn2	Tpcn2	Tpcn2	chr7:152439827-152469832	CP	SVZ_IZ	OK	0.50155	1.26146	1.33063	-3.60455	0.000312699	0.000980101	yes
Irs1	Irs1	Irs1	chr1:82229679-82288014	CP	SVZ_IZ	OK	4.62271	11.6271	1.33068	-9.95678	0	0	yes
Tgm4	Tgm4	Tgm4	chr9:122943858-122976676	CP	SVZ_IZ	OK	0.654379	1.6481	1.3326	-3.85069	0.000117787	0.000397709	yes
Bcas1	Bcas1	Bcas1	chr2:170172490-170253345	CP	SVZ_IZ	OK	0.204124	0.514154	1.33275	-2.56602	0.0102872	0.023388	yes
Pola2	Pola2	Pola2	chr19:5940542-5964206	CP	SVZ_IZ	OK	7.1382	17.9816	1.33289	-12.2768	0	0	yes
Hey2	Hey2	Hey2	chr10:30552164-30562589	CP	SVZ_IZ	OK	0.635551	1.60207	1.33385	-3.68517	0.000228548	0.000734847	yes
Trim7	Trim7	Trim7	chr11:48639639-48663697	CP	SVZ_IZ	OK	5.36303	13.5442	1.33655	-6.09726	1.08E-09	6.69E-09	yes
Rlbp1	Rlbp1	Rlbp1	chr7:86519755-86531913	CP	SVZ_IZ	OK	34.2782	86.5722	1.33661	-21.2765	0	0	yes
Agtrap	Agtrap	Agtrap	chr4:147451169-147462173	CP	SVZ_IZ	OK	0.511264	1.29486	1.34066	-4.13693	3.52E-05	0.00012915	yes
Cdc25b	Cdc25b	Cdc25b	chr2:131012683-131024247	CP	SVZ_IZ	OK	6.23214	15.7871	1.34095	-10.5313	0	0	yes
Gm715	Gm715	Gm715	chrX:57801182-57802391	CP	SVZ_IZ	OK	2.0161	5.11073	1.34196	-4.19934	2.68E-05	0.000100045	yes
Llgl1	Llgl1	Llgl1	chr11:60513191-60540723	CP	SVZ_IZ	OK	21.5761	54.7378	1.3431	-16.172	0	0	yes
Tcf15	Tcf15	Tcf15	chr2:151969344-151974832	CP	SVZ_IZ	OK	0.906074	2.30162	1.34495	-2.74181	0.00611019	0.0146968	yes
Sdsl	Sdsl	Sdsl	chr5:120908210-120922772	CP	SVZ_IZ	OK	0.454784	1.15534	1.34507	-2.36166	0.0181932	0.0387304	yes
Dennd1c	Dennd1c	Dennd1c	chr17:57205477-57217933	CP	SVZ_IZ	OK	0.897239	2.28585	1.34917	-4.29233	1.77E-05	6.80E-05	yes
Pnldc1	Pnldc1	Pnldc1	chr17:13081767-13102866	CP	SVZ_IZ	OK	0.560754	1.4359	1.35652	-3.05269	0.00226801	0.00599822	yes
Hist1h2ae	Hist1h2ae	Hist1h2ae	chr13:23662385-23663089	CP	SVZ_IZ	OK	1.5622	4.00048	1.3566	-2.96105	0.00306588	0.00789485	yes
Pcbd1	Pcbd1	Pcbd1	chr10:60552090-60557077	CP	SVZ_IZ	OK	2.38347	6.10878	1.35782	-3.77084	0.000162702	0.000536621	yes
Boc	Boc	Boc	chr16:44485157-44558983	CP	SVZ_IZ	OK	4.64669	11.91	1.3579	-8.56086	0	0	yes
Pdk2	Pdk2	Pdk2	chr11:94887571-94902685	CP	SVZ_IZ	OK	8.81463	22.5941	1.35797	-8.49824	0	0	yes
Rhpn1	Rhpn1	Rhpn1	chr15:75534717-75544849	CP	SVZ_IZ	OK	0.933257	2.39271	1.3583	-4.20443	2.62E-05	9.79E-05	yes
Galm	Galm	Galm	chr17:80526810-80584372	CP	SVZ_IZ	OK	0.340732	0.873932	1.35888	-2.80497	0.00503207	0.0123449	yes
Sorbs3	Sorbs3	Sorbs3	chr14:70580274-70607478	CP	SVZ_IZ	OK	2.74037	7.03362	1.3599	-5.67012	1.43E-08	7.94E-08	yes
Zbtbd6	Zbtbd6	Zbtbd6	chr14:79851641-79854623	CP	SVZ_IZ	OK	0.91774	2.35807	1.36145	-4.65651	3.22E-06	1.36E-05	yes
P4ha3	P4ha3	P4ha3	chr7:107434029-107468209	CP	SVZ_IZ	OK	0.54044	1.38975	1.36261	-3.47626	0.000508467	0.00153157	yes
Cntfr	Cntfr	Cntfr	chr4:41604528-41644123	CP	SVZ_IZ	OK	11.3945	29.3064	1.36287	-8.73792	0	0	yes
Zic5	Zic5	Zic5	chr14:122858381-122864880	CP	SVZ_IZ	OK	0.318604	0.820737	1.36516	-2.80947	0.00496233	0.0121974	yes
Fam122b	Fam122b	Fam122b	chrX:50596591-50622982	CP	SVZ_IZ	OK	0.84967	2.19184	1.36717	-7.87007	3.55E-15	3.30E-14	yes
Atf5	Atf5	Atf5	chr7:52067625-52104449	CP	SVZ_IZ	OK	10.2872	26.5801	1.3695	-14.165	0	0	yes
Rad18	Rad18	Rad18	chr6:112569844-112646664	CP	SVZ_IZ	OK	2.09711	5.42062	1.37006	-7.25703	3.96E-13	3.20E-12	yes
Clic4	Clic4	Clic4	chr4:134769884-134828675	CP	SVZ_IZ	OK	26.896	69.5908	1.3715	-11.6723	0	0	yes
Gas2l3	Gas2l3	Gas2l3	chr10:88871567-88906712	CP	SVZ_IZ	OK	1.81263	4.69275	1.37235	-11.05	0	0	yes
Ccdc102a	Ccdc102a	Ccdc102a	chr8:97426768-97441998	CP	SVZ_IZ	OK	1.4924	3.87544	1.37672	-4.91034	9.09E-07	4.13E-06	yes
Nfic	Nfic	Nfic	chr10:80858935-80889918	CP	SVZ_IZ	OK	3.29373	8.55651	1.3773	-20.662	0	0	yes
Cd9	Cd9	Cd9	chr6:125410283-125444773	CP	SVZ_IZ	OK	15.1037	39.2444	1.37759	-8.16081	2.22E-16	2.19E-15	yes
Ntng1	Ntng1	Ntng1	chr3:109582967-109946390	CP	SVZ_IZ	OK	0.205469	0.534349	1.37886	-3.42819	0.000607616	0.00180597	yes
Arsk	Arsk	Arsk	chr13:76197869-76236108	CP	SVZ_IZ	OK	0.663001	1.72503	1.37953	-4.51608	6.30E-06	2.58E-05	yes
Wasf2	Wasf2	Wasf2	chr4:132686547-132754245	CP	SVZ_IZ	OK	2.27802	5.9328	1.38093	-7.01691	2.27E-12	1.75E-11	yes
4930452B06Rik	4930452B06Rik	4930452B06Rik	chr14:9263685-9498804	CP	SVZ_IZ	OK	1.8256	4.75474	1.381	-5.7467	9.10E-09	5.15E-08	yes
Nudt5	Nudt5	Nudt5	chr2:5766079-5789782	CP	SVZ_IZ	OK	8.23324	21.4452	1.38112	-7.58024	3.44E-14	3.00E-13	yes
Clic1	Clic1	Clic1	chr17:35187187-35195664	CP	SVZ_IZ	OK	32.3411	84.2899	1.38199	-9.84027	0	0	yes
Nuak2	Nuak2	Nuak2	chr1:134212701-134230065	CP	SVZ_IZ	OK	2.13626	5.59536	1.38915	-6.83103	8.43E-12	6.22E-11	yes
Wwtr1	Wwtr1	Wwtr1	chr3:57259565-57379832	CP	SVZ_IZ	OK	5.47746	14.3693	1.39141	-10.416	0	0	yes
Mipol1	Mipol1	Mipol1	chr12:58331398-58558228	CP	SVZ_IZ	OK	1.16445	3.05581	1.39191	-3.88758	0.000101249	0.000345312	yes
Nmi	Nmi	Nmi	chr2:51804018-51828728	CP	SVZ_IZ	OK	1.03361	2.71317	1.39228	-4.50942	6.50E-06	2.65E-05	yes
Sp1	Sp1	Sp1	chr15:102236746-102266835	CP	SVZ_IZ	OK	4.33476	11.3905	1.39381	-10.0537	0	0	yes
Swap70	Swap70	Swap70	chr7:117365216-117427020	CP	SVZ_IZ	OK	1.42103	3.73625	1.39465	-6.08137	1.19E-09	7.35E-09	yes
Reep4	Reep4	Reep4	chr14:70945057-70948742	CP	SVZ_IZ	OK	1.80961	4.76456	1.39666	-4.82184	1.42E-06	6.31E-06	yes
Trip10	Trip10	Trip10	chr17:57388873-57403120	CP	SVZ_IZ	OK	2.97685	7.84284	1.39759	-10.9965	0	0	yes
Ctnnal1	Ctnnal1	Ctnnal1	chr4:56823806-56878083	CP	SVZ_IZ	OK	1.48363	3.91019	1.39811	-6.04961	1.45E-09	8.88E-09	yes
Hjurp	Hjurp	Hjurp	chr1:90123594-90174154	CP	SVZ_IZ	OK	2.1763	5.7485	1.40131	-8.25653	2.22E-16	2.19E-15	yes
Snx8	Snx8	Snx8	chr5:140816256-140865201	CP	SVZ_IZ	OK	2.33936	6.18687	1.40309	-6.23389	4.55E-10	2.93E-09	yes
Itgb3bp	Itgb3bp	Itgb3bp	chr4:99432092-99495809	CP	SVZ_IZ	OK	1.93042	5.10687	1.40353	-5.94192	2.82E-09	1.68E-08	yes
Tmem123	Tmem123	Tmem123	chr9:7764076-7794332	CP	SVZ_IZ	OK	4.81889	12.7643	1.40534	-7.95249	1.78E-15	1.68E-14	yes
Epha4	Epha4	Epha4	chr1:77363759-77511663	CP	SVZ_IZ	OK	22.3707	59.283	1.406	-12.1387	0	0	yes
Bmf	Bmf	Bmf	chr2:118354492-118375414	CP	SVZ_IZ	OK	2.58257	6.85737	1.40885	-7.80298	6.00E-15	5.49E-14	yes
Kcna3	Kcna3	Kcna3	chr3:106839079-106841047	CP	SVZ_IZ	OK	1.06036	2.81933	1.4108	-4.34014	1.42E-05	5.55E-05	yes
Usp1	Usp1	Usp1	chr4:98590500-98602224	CP	SVZ_IZ	OK	14.4657	38.4778	1.41139	-10.8503	0	0	yes
Hist1h2ap	Hist1h2ap	Hist1h2ap	chr13:21924930-21925444	CP	SVZ_IZ	OK	6.75987	17.9841	1.41165	-3.85017	0.000118035	0.000398416	yes
Igdcc3	Igdcc3	Igdcc3	chr9:64988995-65033677	CP	SVZ_IZ	OK	1.57374	4.19869	1.41575	-5.92522	3.12E-09	1.85E-08	yes
Ntn4	Ntn4	Ntn4	chr10:93103793-93208717	CP	SVZ_IZ	OK	1.64511	4.39348	1.41718	-5.46929	4.52E-08	2.39E-07	yes
Khnyn	Khnyn	Khnyn	chr14:56503805-56515618	CP	SVZ_IZ	OK	1.93213	5.16231	1.41783	-6.74056	1.58E-11	1.14E-10	yes
Zfp105	Zfp105	Zfp105	chr9:122832195-122840146	CP	SVZ_IZ	OK	5.67615	15.1661	1.41786	-7.59834	3.00E-14	2.62E-13	yes
Pea15a	Pea15a	Pea15a	chr1:174126859-174136912	CP	SVZ_IZ	OK	65.5968	175.367	1.41868	-12.0135	0	0	yes
Foxn2	Foxn2	Foxn2	chr17:88840051-88889873	CP	SVZ_IZ	OK	2.68384	7.17593	1.41887	-8.18069	2.22E-16	2.19E-15	yes
Dek	Dek	Dek	chr13:47138867-47201589	CP	SVZ_IZ	OK	37.5708	100.465	1.41901	-11.8868	0	0	yes
Nt5dc1	Nt5dc1	Nt5dc1	chr10:34023417-34138334	CP	SVZ_IZ	OK	0.337185	0.901732	1.41916	-3.18982	0.0014236	0.00392536	yes
Csrp1	Csrp1	Csrp1	chr1:137625773-137648806	CP	SVZ_IZ	OK	7.12713	19.0891	1.42136	-7.72286	1.13E-14	1.02E-13	yes
Prex1	Prex1	Prex1	chr2:166391844-166539332	CP	SVZ_IZ	OK	19.1299	51.2657	1.42216	-12.2549	0	0	yes
Hadh	Hadh	Hadh	chr3:130936341-130974955	CP	SVZ_IZ	OK	7.10557	19.048	1.42261	-7.64065	2.15E-14	1.91E-13	yes
H2afv	H2afv	H2afv	chr11:6327228-6344446	CP	SVZ_IZ	OK	71.61	192.338	1.42541	-12.1162	0	0	yes
Naaa	Naaa	Naaa	chr5:92686685-92707207	CP	SVZ_IZ	OK	0.407217	1.09444	1.42632	-3.28005	0.00103787	0.0029456	yes
Sumf1	Sumf1	Sumf1	chr6:108057014-108135577	CP	SVZ_IZ	OK	2.61185	7.02206	1.42682	-6.57211	4.96E-11	3.46E-10	yes
Vamp3	Vamp3	Vamp3	chr4:150421413-150432062	CP	SVZ_IZ	OK	14.3817	38.6822	1.42744	-9.87224	0	0	yes
Etv4	Etv4	Etv4	chr11:101631055-101646624	CP	SVZ_IZ	OK	1.16005	3.12032	1.42751	-4.79444	1.63E-06	7.17E-06	yes
Eno4	Eno4	Eno4	chr19:59017914-59045911	CP	SVZ_IZ	OK	0.290766	0.782323	1.42791	-3.0005	0.00269534	0.00701954	yes
Fras1	Fras1	Fras1	chr5:96802973-97213747	CP	SVZ_IZ	OK	0.389044	1.04695	1.42819	-6.43684	1.22E-10	8.22E-10	yes
Tacc1	Tacc1	Tacc1	chr8:26265023-26311921	CP	SVZ_IZ	OK	2.77313	7.47253	1.43008	-18.9282	0	0	yes
Scrt2	Scrt2	Scrt2	chr2:151907264-151921538	CP	SVZ_IZ	OK	47.997	129.404	1.43086	-12.4401	0	0	yes
Chaf1b	Chaf1b	Chaf1b	chr16:93884145-93906351	CP	SVZ_IZ	OK	7.49178	20.2209	1.43247	-8.18875	2.22E-16	2.19E-15	yes
Ccdc136	Ccdc136	Ccdc136	chr6:29348925-29376995	CP	SVZ_IZ	OK	10.2172	27.6506	1.43631	-11.677	0	0	yes
Cep76	Cep76	Cep76	chr18:67777050-67800990	CP	SVZ_IZ	OK	2.99358	8.10653	1.43721	-7.91605	2.44E-15	2.29E-14	yes
Dmrt3	Dmrt3	Dmrt3	chr19:25685026-25698411	CP	SVZ_IZ	OK	2.08793	5.66843	1.44088	-5.93687	2.91E-09	1.73E-08	yes
9330159M07Rik	9330159M07Rik	9330159M07Rik	chr9:88734001-88753708	CP	SVZ_IZ	OK	0.269931	0.732972	1.44117	-2.97553	0.0029248	0.00756499	yes
Chd1l	Chd1l	Chd1l	chr3:97364670-97414113	CP	SVZ_IZ	OK	1.15795	3.14881	1.44324	-5.2703	1.36E-07	6.82E-07	yes
AI464131	AI464131	AI464131	chr4:41442633-41450108	CP	SVZ_IZ	OK	0.403323	1.09711	1.4437	-4.17807	2.94E-05	0.000109273	yes
Zbed3	Zbed3	Zbed3	chr13:96095191-96107796	CP	SVZ_IZ	OK	11.2818	30.7164	1.44502	-9.20975	0	0	yes
Steap2	Steap2	Steap2	chr5:5664830-5694568	CP	SVZ_IZ	OK	0.206677	0.562926	1.44557	-6.03985	1.54E-09	9.41E-09	yes
Zfp608	Zfp608	Zfp608	chr18:55047698-55149834	CP	SVZ_IZ	OK	7.47575	20.3797	1.44684	-11.1359	0	0	yes
D3Ertd751e	D3Ertd751e	D3Ertd751e	chr3:41546539-41562861	CP	SVZ_IZ	OK	1.26593	3.4512	1.4469	-9.92301	0	0	yes
Vgll4	Vgll4	Vgll4	chr6:114812107-114871770	CP	SVZ_IZ	OK	6.28803	17.1475	1.44731	-6.88043	5.97E-12	4.46E-11	yes
Aif1l	Aif1l	Aif1l	chr2:31805822-31828962	CP	SVZ_IZ	OK	8.94029	24.3984	1.44839	-9.66036	0	0	yes
Sash1	Sash1	Sash1	chr10:8442016-8605868	CP	SVZ_IZ	OK	0.569441	1.55403	1.44839	-5.66612	1.46E-08	8.12E-08	yes
4930570G19Rik	4930570G19Rik	4930570G19Rik	chr3:156209716-156224710	CP	SVZ_IZ	OK	0.616131	1.68316	1.44987	-2.44327	0.0145548	0.0317882	yes
Efnb1	Efnb1	Efnb1	chrX:96331468-96344330	CP	SVZ_IZ	OK	25.1664	68.7622	1.45011	-11.9293	0	0	yes
2810408I11Rik	2810408I11Rik	2810408I11Rik	chr1:64726442-64737233	CP	SVZ_IZ	OK	1.34422	3.68266	1.45398	-3.02	0.00252775	0.00661924	yes
Rcor2	Rcor2	Rcor2	chr19:7344253-7349715	CP	SVZ_IZ	OK	73.9735	202.773	1.45478	-12.6059	0	0	yes
Onecut2	Onecut2	Onecut2	chr18:64500017-64558142	CP	SVZ_IZ	OK	0.233548	0.640598	1.4557	-5.34302	9.14E-08	4.67E-07	yes
Socs4	Socs4	Socs4	chr14:47896817-47911266	CP	SVZ_IZ	OK	1.86119	5.1056	1.45586	-5.62816	1.82E-08	1.00E-07	yes
Ttc32	Ttc32	Ttc32	chr12:9036802-9043200	CP	SVZ_IZ	OK	2.91733	8.0144	1.45795	-4.85883	1.18E-06	5.29E-06	yes
Lrch4	Lrch4	Lrch4	chr5:138070350-138084130	CP	SVZ_IZ	OK	1.75989	4.83629	1.45841	-6.24254	4.31E-10	2.78E-09	yes
Icosl	Icosl	Icosl	chr10:77532112-77542270	CP	SVZ_IZ	OK	0.139444	0.38341	1.4592	-2.35678	0.0184341	0.0391676	yes
Fbxl7	Fbxl7	Fbxl7	chr15:26470213-26825319	CP	SVZ_IZ	OK	0.775288	2.13479	1.46129	-5.55381	2.80E-08	1.51E-07	yes
Gins1	Gins1	Gins1	chr2:150735329-150757016	CP	SVZ_IZ	OK	13.0329	35.9044	1.46201	-9.58229	0	0	yes
Rfwd3	Rfwd3	Rfwd3	chr8:113794843-113824122	CP	SVZ_IZ	OK	8.32785	22.9652	1.46343	-10.7896	0	0	yes
Hsdl2	Hsdl2	Hsdl2	chr4:59594434-59631566	CP	SVZ_IZ	OK	2.98111	8.22628	1.46439	-7.06603	1.59E-12	1.24E-11	yes
Hist1h2ah	Hist1h2ah	Hist1h2ah	chr13:22127034-22127421	CP	SVZ_IZ	OK	3.42801	9.46764	1.46563	-2.94888	0.00318931	0.00817256	yes
Art5	Art5	Art5	chr7:109245392-109248743	CP	SVZ_IZ	OK	0.356126	0.984393	1.46685	-2.78015	0.00543342	0.0132152	yes
A530058N18Rik	A530058N18Rik	A530058N18Rik	chr2:113835336-113858028	CP	SVZ_IZ	OK	0.390919	1.08309	1.47021	-2.76817	0.00563716	0.0136624	yes
E2f5	E2f5	E2f5	chr3:14578670-14611256	CP	SVZ_IZ	OK	5.72029	15.8535	1.47064	-7.56291	3.95E-14	3.43E-13	yes
Ppm1m	Ppm1m	Ppm1m	chr9:106097283-106101564	CP	SVZ_IZ	OK	2.32747	6.45239	1.47107	-6.00904	1.87E-09	1.13E-08	yes
Bbx	Bbx	Bbx	chr16:50191956-50432502	CP	SVZ_IZ	OK	2.09993	5.83943	1.47549	-9.27635	0	0	yes
Epha3	Epha3	Epha3	chr16:63545043-63863983	CP	SVZ_IZ	OK	15.3781	42.774	1.47586	-11.8809	0	0	yes
Mob3b	Mob3b	Mob3b	chr4:34896322-35104733	CP	SVZ_IZ	OK	0.273488	0.761124	1.47666	-4.27836	1.88E-05	7.20E-05	yes
Pnp	Pnp	Pnp	chr14:51563977-51573087	CP	SVZ_IZ	OK	1.65914	4.62042	1.47759	-6.17095	6.79E-10	4.29E-09	yes
Pls1	Pls1	Pls1	chr9:95653060-95745698	CP	SVZ_IZ	OK	0.424848	1.18429	1.47901	-4.19725	2.70E-05	0.000100914	yes
Rbbp8	Rbbp8	Rbbp8	chr18:11791784-11901716	CP	SVZ_IZ	OK	3.25208	9.07997	1.48133	-9.31209	0	0	yes
Hdac1	Hdac1	Hdac1	chr4:129193347-129219890	CP	SVZ_IZ	OK	25.9465	72.4585	1.48162	-11.4132	0	0	yes
Timeless	Timeless	Timeless	chr10:127669118-127689997	CP	SVZ_IZ	OK	3.37399	9.43812	1.48404	-21.8733	0	0	yes
Pkdcc	Pkdcc	Pkdcc	chr17:83614622-83624409	CP	SVZ_IZ	OK	9.69723	27.1466	1.48513	-9.84165	0	0	yes
Stxbp6	Stxbp6	Stxbp6	chr12:45953472-46175470	CP	SVZ_IZ	OK	1.15683	3.2425	1.48693	-6.27264	3.55E-10	2.31E-09	yes
Dhrs3	Dhrs3	Dhrs3	chr4:144482729-144517548	CP	SVZ_IZ	OK	1.85817	5.22289	1.49096	-6.23336	4.57E-10	2.94E-09	yes
Hist1h2an	Hist1h2an	Hist1h2an	chr13:21878694-21879087	CP	SVZ_IZ	OK	3.09881	8.71047	1.49104	-2.92886	0.00340206	0.00866112	yes
Fancf	Fancf	Fancf	chr7:59115948-59117637	CP	SVZ_IZ	OK	3.33921	9.39892	1.49299	-6.44531	1.15E-10	7.79E-10	yes
Lrrc16b	Lrrc16b	Lrrc16b	chr14:56109929-56127101	CP	SVZ_IZ	OK	17.6876	49.8268	1.49418	-12.4617	0	0	yes
2700069I18Rik	2700069I18Rik	2700069I18Rik	chr3:5177827-5415855	CP	SVZ_IZ	OK	0.690041	1.94469	1.49479	-2.52272	0.0116452	0.0261117	yes
Mid1	Mid1	Mid1	chrX:166123178-166428729	CP	SVZ_IZ	OK	8.09056	22.8571	1.49833	-17.3966	0	0	yes
Parva	Parva	Parva	chr7:119571219-119735202	CP	SVZ_IZ	OK	3.87163	10.9383	1.49837	-9.14993	0	0	yes
Hist1h2ak	Hist1h2ak	Hist1h2ak	chr13:21845303-21845696	CP	SVZ_IZ	OK	2.09139	5.91032	1.49877	-2.49906	0.0124523	0.0277185	yes
Mum1l1	Mum1l1	Mum1l1	chrX:135744582-135772874	CP	SVZ_IZ	OK	0.54454	1.54024	1.50005	-5.04592	4.51E-07	2.13E-06	yes
Cbx2	Cbx2	Cbx2	chr11:118884342-118892584	CP	SVZ_IZ	OK	5.79297	16.3948	1.50086	-9.8352	0	0	yes
Bhlhe40	Bhlhe40	Bhlhe40	chr6:108527032-108616919	CP	SVZ_IZ	OK	1.07764	3.05816	1.50479	-5.49614	3.88E-08	2.07E-07	yes
Hist1h2ad	Hist1h2ad	Hist1h2ad	chr13:23666339-23666732	CP	SVZ_IZ	OK	3.30308	9.39364	1.50787	-3.03582	0.00239884	0.00631239	yes
Smad6	Smad6	Smad6	chr9:63800882-63869866	CP	SVZ_IZ	OK	1.08749	3.09736	1.51003	-5.53402	3.13E-08	1.68E-07	yes
Plekhh1	Plekhh1	Plekhh1	chr12:80130149-80190657	CP	SVZ_IZ	OK	0.326461	0.931561	1.51274	-4.5056	6.62E-06	2.70E-05	yes
Pak4	Pak4	Pak4	chr7:29343837-29383203	CP	SVZ_IZ	OK	5.96161	17.0182	1.5133	-9.29293	0	0	yes
Hist1h2ab	Hist1h2ab	Hist1h2ab	chr13:23842956-23843462	CP	SVZ_IZ	OK	1.89941	5.42365	1.51371	-2.94838	0.00319445	0.00818522	yes
Dio2	Dio2	Dio2	chr12:91962991-91976878	CP	SVZ_IZ	OK	0.300466	0.858296	1.51427	-4.43827	9.07E-06	3.63E-05	yes
Cenpo	Cenpo	Cenpo	chr12:4133396-4240123	CP	SVZ_IZ	OK	1.01254	2.89711	1.51663	-5.77044	7.91E-09	4.51E-08	yes
Bend7	Bend7	Bend7	chr2:4638876-4723192	CP	SVZ_IZ	OK	0.323911	0.926901	1.51682	-4.81337	1.48E-06	6.56E-06	yes
Plch2	Plch2	Plch2	chr4:154357223-154385093	CP	SVZ_IZ	OK	2.11527	6.06292	1.51917	-10.5933	0	0	yes
Acot2	Acot2	Acot2	chr12:85328810-85334825	CP	SVZ_IZ	OK	2.28459	6.56179	1.52215	-6.37579	1.82E-10	1.21E-09	yes
Snx33	Snx33	Snx33	chr9:56765006-56776178	CP	SVZ_IZ	OK	0.543635	1.56236	1.52302	-5.09373	3.51E-07	1.68E-06	yes
Traf5	Traf5	Traf5	chr1:193821087-193916445	CP	SVZ_IZ	OK	0.300426	0.864233	1.52441	-2.93231	0.00336447	0.00857739	yes
Nog	Nog	Nog	chr11:89161951-89163873	CP	SVZ_IZ	OK	2.07519	5.97911	1.52669	-5.789	7.08E-09	4.05E-08	yes
Tead1	Tead1	Tead1	chr7:119822833-120050319	CP	SVZ_IZ	OK	3.01662	8.69854	1.52784	-12.6932	0	0	yes
Tex9	Tex9	Tex9	chr9:72286335-72339766	CP	SVZ_IZ	OK	2.37005	6.83896	1.52886	-8.09231	6.66E-16	6.44E-15	yes
10-Sep	10-Sep	10-Sep	chr10:58604374-58684595	CP	SVZ_IZ	OK	3.61215	10.435	1.5305	-7.72798	1.09E-14	9.81E-14	yes
Gltp	Gltp	Gltp	chr5:115119510-115140944	CP	SVZ_IZ	OK	4.16315	12.0506	1.53335	-6.97012	3.17E-12	2.42E-11	yes
Eif2ak2	Eif2ak2	Eif2ak2	chr17:79251889-79281912	CP	SVZ_IZ	OK	0.382566	1.10939	1.53598	-4.47435	7.66E-06	3.10E-05	yes
2310008H04Rik	2310008H04Rik	2310008H04Rik	chr16:15887378-16146926	CP	SVZ_IZ	OK	2.11195	6.12541	1.53623	-7.18441	6.75E-13	5.39E-12	yes
Hacl1	Hacl1	Hacl1	chr14:32420411-32454151	CP	SVZ_IZ	OK	0.640524	1.85802	1.53644	-4.42775	9.52E-06	3.80E-05	yes
Amot	Amot	Amot	chrX:141880966-141921589	CP	SVZ_IZ	OK	2.37539	6.89139	1.53663	-9.25798	0	0	yes
Zcwpw1	Zcwpw1	Zcwpw1	chr5:138229029-138277506	CP	SVZ_IZ	OK	0.953418	2.76634	1.5368	-4.69404	2.68E-06	1.15E-05	yes
Ccnjl	Ccnjl	Ccnjl	chr11:43342250-43400501	CP	SVZ_IZ	OK	2.68331	7.79682	1.53887	-7.29507	2.98E-13	2.44E-12	yes
Psph	Psph	Psph	chr5:130271433-130293129	CP	SVZ_IZ	OK	7.16304	20.8349	1.54036	-8.08909	6.66E-16	6.44E-15	yes
Apbb1ip	Apbb1ip	Apbb1ip	chr2:22629846-22731173	CP	SVZ_IZ	OK	0.274335	0.798092	1.54062	-3.17094	0.00151946	0.00416749	yes
Irak4	Irak4	Irak4	chr15:94374090-94398747	CP	SVZ_IZ	OK	0.178276	0.518815	1.5411	-2.79439	0.00519982	0.01272	yes
Ak2	Ak2	Ak2	chr4:128670467-128688773	CP	SVZ_IZ	OK	19.8481	57.7886	1.54179	-11.6479	0	0	yes
