test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
Lrba	Lrba	Lrba	chr3:86028611-86586616	CP	VZ	OK	0.873356	2.38981	1.45226	-7.56359	3.93E-14	3.41E-13	yes
9430041J12Rik	9430041J12Rik	9430041J12Rik	chr7:4025726-4088528	SVZ_IZ	VZ	OK	0.621769	1.70283	1.45349	-3.29858	0.000971761	0.00277469	yes
Creb3l2	Creb3l2	Creb3l2	chr6:37281020-37392148	SVZ_IZ	VZ	OK	0.535109	1.46638	1.45436	-3.65931	0.000252893	0.000807491	yes
Rfxank	Rfxank	Rfxank	chr8:72654704-72663096	CP	VZ	OK	3.16448	8.68604	1.45673	-12.3602	0	0	yes
Parp4	Parp4	Parp4	chr14:57194455-57278635	CP	VZ	OK	0.17745	0.487076	1.45674	-3.6678	0.000244649	0.000782837	yes
Crlf3	Crlf3	Crlf3	chr11:79860000-79894457	CP	VZ	OK	6.02129	16.531	1.45703	-8.32728	0	0	yes
B230120H23Rik	B230120H23Rik	B230120H23Rik	chr2:72123693-72280667	CP	VZ	OK	0.958555	2.63219	1.45733	-6.93029	4.20E-12	3.18E-11	yes
Otud7b	Otud7b	Otud7b	chr3:95908449-95965052	CP	VZ	OK	2.13951	5.87582	1.45751	-9.78027	0	0	yes
Mlec	Mlec	Mlec	chr5:115592989-115608185	CP	VZ	OK	13.9164	38.2326	1.45801	-10.7252	0	0	yes
Wdr31	Wdr31	Wdr31	chr4:62114767-62131906	SVZ_IZ	VZ	OK	1.06175	2.91703	1.45805	-3.30608	0.000946111	0.00270918	yes
Fgfbp3	Fgfbp3	Fgfbp3	chr19:36992039-36994089	SVZ_IZ	VZ	OK	29.2908	80.5102	1.45872	-7.9826	1.33E-15	1.27E-14	yes
Ppara	Ppara	Ppara	chr15:85565993-85637281	SVZ_IZ	VZ	OK	0.108937	0.299453	1.45884	-2.82096	0.00478805	0.0118202	yes
Kcnk10	Kcnk10	Kcnk10	chr12:99672203-99816150	CP	VZ	OK	6.02856	16.5735	1.45899	-8.49057	0	0	yes
Apba3	Apba3	Apba3	chr10:80730916-80754012	CP	VZ	OK	5.66256	15.5805	1.46021	-7.94025	2.00E-15	1.89E-14	yes
Dennd1a	Dennd1a	Dennd1a	chr2:37631768-38142904	CP	VZ	OK	5.28328	14.5429	1.46081	-9.2883	0	0	yes
Jdp2	Jdp2	Jdp2	chr12:86940054-86980828	CP	VZ	OK	1.43992	3.96452	1.46115	-6.84139	7.84E-12	5.80E-11	yes
Fbln7	Fbln7	Fbln7	chr2:128689667-128722770	SVZ_IZ	VZ	OK	0.913564	2.51674	1.46198	-3.98369	6.79E-05	0.000238257	yes
Tnfrsf22	Tnfrsf22	Tnfrsf22	chr7:150822629-150835543	CP	VZ	OK	0.244995	0.67524	1.46265	-2.74349	0.00607897	0.0146259	yes
Trip6	Trip6	Trip6	chr5:137751126-137755469	SVZ_IZ	VZ	OK	12.7941	35.2708	1.46299	-6.86243	6.77E-12	5.03E-11	yes
Fxn	Fxn	Fxn	chr19:24335942-24355076	CP	VZ	OK	11.3501	31.3118	1.46401	-7.84952	4.22E-15	3.90E-14	yes
Aaed1	Aaed1	Aaed1	chr13:64393143-64414018	CP	VZ	OK	1.71921	4.74456	1.46453	-3.9638	7.38E-05	0.000257336	yes
Phf15	Phf15	Phf15	chr11:51626957-51670983	CP	VZ	OK	0.127692	0.352451	1.46475	-3.20113	0.00136889	0.00378895	yes
Stx4a	Stx4a	Stx4a	chr7:134985321-134992479	CP	VZ	OK	11.7721	32.5177	1.46586	-8.44879	0	0	yes
Rbm15	Rbm15	Rbm15	chr3:107129027-107136207	CP	VZ	OK	1.70549	4.71155	1.46602	-6.42286	1.34E-10	8.98E-10	yes
2700046G09Rik	2700046G09Rik	2700046G09Rik	chr19:32463705-32465674	CP	VZ	OK	0.660556	1.82489	1.46605	-3.52475	0.000423881	0.00129633	yes
Uaca	Uaca	Uaca	chr9:60642354-60728177	CP	VZ	OK	5.79359	16.0157	1.46696	-9.52181	0	0	yes
Shroom4	Shroom4	Shroom4	chrX:5977262-6210835	CP	VZ	OK	0.248503	0.687041	1.46714	-3.64017	0.000272463	0.000864647	yes
Tlr3	Tlr3	Tlr3	chr8:46481018-46495893	SVZ_IZ	VZ	OK	0.240109	0.664074	1.46765	-3.07137	0.00213082	0.00567043	yes
Plac9b	Plac9b	Plac9b	chr14:26986803-27001837	SVZ_IZ	VZ	OK	2.06839	5.72093	1.46774	-3.92815	8.56E-05	0.000295332	yes
Fhl3	Fhl3	Fhl3	chr4:124377942-124385855	CP	VZ	OK	1.77396	4.90974	1.46868	-5.13937	2.76E-07	1.33E-06	yes
Eml5	Eml5	Eml5	chr12:99985177-100139694	CP	VZ	OK	2.17905	6.0344	1.46951	-9.30895	0	0	yes
Pigl	Pigl	Pigl	chr11:62271961-62327402	CP	VZ	OK	1.3221	3.66412	1.47064	-4.61703	3.89E-06	1.63E-05	yes
2610034B18Rik	2610034B18Rik	2610034B18Rik	chr7:87070244-87080150	CP	VZ	OK	3.79486	10.5185	1.47081	-7.23805	4.55E-13	3.67E-12	yes
Nek9	Nek9	Nek9	chr12:86640463-86680312	CP	VZ	OK	10.4129	28.8746	1.47142	-10.6192	0	0	yes
Mgmt	Mgmt	Mgmt	chr7:144086293-144319871	SVZ_IZ	VZ	OK	1.15898	3.21471	1.47183	-2.79429	0.00520135	0.012723	yes
Shc3	Shc3	Shc3	chr13:51526410-51662453	SVZ_IZ	VZ	OK	3.86061	10.7084	1.47184	-5.01161	5.40E-07	2.52E-06	yes
Usp51	Usp51	Usp51	chrX:149441011-149444002	SVZ_IZ	VZ	OK	0.627412	1.74044	1.47197	-3.32711	0.000877513	0.00253072	yes
Syne2	Syne2	Syne2	chr12:76919304-77211915	CP	VZ	OK	4.74158	13.1554	1.47222	-10.498	0	0	yes
Sash1	Sash1	Sash1	chr10:8442016-8605868	SVZ_IZ	VZ	OK	1.55403	4.31363	1.47289	-6.00502	1.91E-09	1.16E-08	yes
Rell1	Rell1	Rell1	chr5:64300136-64360136	CP	VZ	OK	3.44317	9.55813	1.47299	-7.93534	2.00E-15	1.89E-14	yes
Msl3	Msl3	Msl3	chrX:165092049-165111834	CP	VZ	OK	8.24385	22.8865	1.47311	-9.03791	0	0	yes
Agtrap	Agtrap	Agtrap	chr4:147451169-147462173	SVZ_IZ	VZ	OK	1.29486	3.59523	1.47329	-5.04588	4.51E-07	2.13E-06	yes
4921536K21Rik	4921536K21Rik	4921536K21Rik	chr11:3786090-3795129	CP	VZ	OK	0.360193	1.00119	1.47487	-3.43248	0.000598088	0.00177954	yes
Ugt8a	Ugt8a	Ugt8a	chr3:125568260-125641468	SVZ_IZ	VZ	OK	0.516274	1.43527	1.47512	-3.78624	0.000152943	0.000506707	yes
Tchp	Tchp	Tchp	chr5:115157787-115172336	CP	VZ	OK	3.661	10.1792	1.47532	-7.83325	4.66E-15	4.30E-14	yes
Flnc	Flnc	Flnc	chr6:29383152-29411888	SVZ_IZ	VZ	OK	0.725121	2.0164	1.47549	-5.1643	2.41E-07	1.18E-06	yes
Chrnb4	Chrnb4	Chrnb4	chr9:54875962-54896351	SVZ_IZ	VZ	OK	0.297477	0.827498	1.47598	-3.06117	0.0022047	0.0058459	yes
Yap1	Yap1	Yap1	chr9:7932000-8004596	SVZ_IZ	VZ	OK	12.1513	33.8028	1.47603	-13.0729	0	0	yes
Elk4	Elk4	Elk4	chr1:133904181-133922261	CP	VZ	OK	1.02917	2.86411	1.4766	-5.71166	1.12E-08	6.28E-08	yes
Pcsk9	Pcsk9	Pcsk9	chr4:106114938-106136930	SVZ_IZ	VZ	OK	0.248499	0.691569	1.47664	-2.93531	0.00333213	0.00850217	yes
Wnt5b	Wnt5b	Wnt5b	chr6:119382548-119494365	CP	VZ	OK	1.60988	4.48032	1.47665	-7.69473	1.42E-14	1.27E-13	yes
Nr2e1	Nr2e1	Nr2e1	chr10:42281776-42303394	SVZ_IZ	VZ	OK	25.3582	70.5841	1.47689	-8.40968	0	0	yes
Arhgef19	Arhgef19	Arhgef19	chr4:140798798-140813477	SVZ_IZ	VZ	OK	0.409693	1.14056	1.47712	-3.41958	0.000627177	0.00186095	yes
Itga5	Itga5	Itga5	chr15:103174717-103197179	CP	VZ	OK	1.83582	5.11212	1.47749	-7.28907	3.12E-13	2.55E-12	yes
Foxj1	Foxj1	Foxj1	chr11:116192017-116196668	SVZ_IZ	VZ	OK	2.16485	6.03071	1.47806	-5.10428	3.32E-07	1.59E-06	yes
Csmd1	Csmd1	Csmd1	chr8:15892544-17535385	CP	VZ	OK	0.309779	0.86301	1.47814	-6.08665	1.15E-09	7.12E-09	yes
Idh2	Idh2	Idh2	chr7:87239733-87260236	CP	VZ	OK	60.957	169.821	1.47815	-10.9373	0	0	yes
Acot5	Acot5	Acot5	chr12:85410274-85416969	SVZ_IZ	VZ	OK	0.544213	1.5162	1.47822	-2.83146	0.00463367	0.0114741	yes
Chi3l1	Chi3l1	Chi3l1	chr1:136078980-136086608	SVZ_IZ	VZ	OK	0.58146	1.62035	1.47855	-3.0124	0.00259195	0.00677128	yes
Rpusd3	Rpusd3	Rpusd3	chr6:113365312-113369334	CP	VZ	OK	2.60256	7.25586	1.47922	-5.29346	1.20E-07	6.06E-07	yes
Fndc3c1	Fndc3c1	Fndc3c1	chrX:103615381-103680568	SVZ_IZ	VZ	OK	0.153464	0.427897	1.47936	-2.81495	0.0048785	0.0120145	yes
Nfatc4	Nfatc4	Nfatc4	chr14:56443631-56452780	SVZ_IZ	VZ	OK	8.17402	22.793	1.47947	-12.222	0	0	yes
Ampd3	Ampd3	Ampd3	chr7:117911719-117955922	SVZ_IZ	VZ	OK	0.614855	1.71528	1.48013	-3.97461	7.05E-05	0.000246643	yes
Asah1	Asah1	Asah1	chr8:42425996-42460051	CP	VZ	OK	9.54498	26.629	1.48018	-9.30563	0	0	yes
Mt3	Mt3	Mt3	chr8:96676506-96678048	SVZ_IZ	VZ	OK	163.291	455.566	1.48022	-8.3372	0	0	yes
Itpkb	Itpkb	Itpkb	chr1:182257099-182353790	CP	VZ	OK	1.7639	4.92145	1.48032	-7.58071	3.44E-14	3.00E-13	yes
Abca1	Abca1	Abca1	chr4:53043660-53172767	CP	VZ	OK	2.21857	6.19265	1.48093	-9.45113	0	0	yes
1500011K16Rik	1500011K16Rik	1500011K16Rik	chr2:127617113-127618224	CP	VZ	OK	10.4514	29.2007	1.48231	-6.94376	3.82E-12	2.90E-11	yes
9530077C05Rik	9530077C05Rik	9530077C05Rik	chr9:22216020-22249123	SVZ_IZ	VZ	OK	1.72334	4.81524	1.4824	-4.61103	4.01E-06	1.68E-05	yes
Phf19	Phf19	Phf19	chr2:34749274-34769496	SVZ_IZ	VZ	OK	1.44242	4.03277	1.48328	-5.08069	3.76E-07	1.79E-06	yes
Arhgap17	Arhgap17	Arhgap17	chr7:130422662-130513429	CP	VZ	OK	3.03745	8.50042	1.48468	-9.46187	0	0	yes
Elf1	Elf1	Elf1	chr14:79859743-79982283	CP	VZ	OK	1.37874	3.85927	1.48497	-6.67938	2.40E-11	1.72E-10	yes
Notch1	Notch1	Notch1	chr2:26313421-26359342	SVZ_IZ	VZ	OK	11.9898	33.5663	1.4852	-8.422	0	0	yes
AY358078	AY358078	AY358078	chr14:52419720-52446034	CP	VZ	OK	0.26302	0.736466	1.48545	-2.38656	0.0170069	0.0364546	yes
Vwa5a	Vwa5a	Vwa5a	chr9:38525852-38550922	SVZ_IZ	VZ	OK	1.32999	3.72446	1.48561	-7.4222	1.15E-13	9.66E-13	yes
Ccdc103	Ccdc103	Ccdc103	chr11:102742557-102748045	SVZ_IZ	VZ	OK	0.418901	1.17308	1.48563	-2.77985	0.00543839	0.0132249	yes
Slc43a1	Slc43a1	Slc43a1	chr2:84679564-84703743	SVZ_IZ	VZ	OK	1.70136	4.76558	1.48596	-5.72228	1.05E-08	5.92E-08	yes
Ajuba	Ajuba	Ajuba	chr14:55186305-55196498	SVZ_IZ	VZ	OK	7.12165	19.9512	1.48619	-7.12722	1.02E-12	8.07E-12	yes
Casp7	Casp7	Casp7	chr19:56471618-56516833	CP	VZ	OK	2.65722	7.45413	1.48812	-6.68803	2.26E-11	1.62E-10	yes
Sufu	Sufu	Sufu	chr19:46471407-46561150	CP	VZ	OK	5.73302	16.0851	1.48835	-17.108	0	0	yes
Ednrb	Ednrb	Ednrb	chr14:104213831-104243693	SVZ_IZ	VZ	OK	11.0781	31.0997	1.48919	-9.55303	0	0	yes
Mamdc4	Mamdc4	Mamdc4	chr2:25418634-25426836	CP	VZ	OK	0.438242	1.23123	1.49031	-4.44662	8.72E-06	3.50E-05	yes
Nes	Nes	Nes	chr3:87775014-87784373	CP	VZ	OK	32.1315	90.303	1.49079	-10.5329	0	0	yes
A330021E22Rik	A330021E22Rik	A330021E22Rik	chr5:5580981-5664232	SVZ_IZ	VZ	OK	0.489612	1.3768	1.49161	-3.6457	0.000266663	0.00084791	yes
Ehhadh	Ehhadh	Ehhadh	chr16:21761357-21787907	SVZ_IZ	VZ	OK	0.140565	0.395307	1.49174	-2.3059	0.0211163	0.0441334	yes
Cpne2	Cpne2	Cpne2	chr8:97056927-97094429	SVZ_IZ	VZ	OK	3.44107	9.68041	1.49221	-5.51377	3.51E-08	1.88E-07	yes
Tfap2c	Tfap2c	Tfap2c	chr2:172375092-172384121	SVZ_IZ	VZ	OK	22.3015	62.7488	1.49245	-16.4481	0	0	yes
Cln5	Cln5	Cln5	chr14:103469432-103476847	CP	VZ	OK	1.81117	5.09847	1.49314	-6.06741	1.30E-09	7.99E-09	yes
Fzd8	Fzd8	Fzd8	chr18:9212853-9216199	SVZ_IZ	VZ	OK	10.8514	30.5548	1.49351	-7.723	1.13E-14	1.02E-13	yes
Mmp15	Mmp15	Mmp15	chr8:97876236-97898193	CP	VZ	OK	6.92967	19.5238	1.49437	-10.038	0	0	yes
Naa16	Naa16	Naa16	chr14:79734313-79790475	CP	VZ	OK	1.95972	5.52375	1.495	-7.26546	3.72E-13	3.02E-12	yes
Erbb2	Erbb2	Erbb2	chr11:98273797-98300302	SVZ_IZ	VZ	OK	2.40831	6.78825	1.49502	-6.38874	1.67E-10	1.11E-09	yes
Slc4a2	Slc4a2	Slc4a2	chr5:23931049-23946765	CP	VZ	OK	4.40268	12.4105	1.49511	-12.0703	0	0	yes
Nudt12	Nudt12	Nudt12	chr17:59140823-59152745	SVZ_IZ	VZ	OK	0.508567	1.43427	1.49581	-3.20781	0.00133749	0.00371159	yes
Fbxo47	Fbxo47	Fbxo47	chr11:97715620-97745468	CP	VZ	OK	0.201018	0.566976	1.49596	-2.28826	0.0221224	0.0459684	yes
Tspan33	Tspan33	Tspan33	chr6:29644255-29668558	SVZ_IZ	VZ	OK	1.11844	3.15646	1.49683	-3.9266	8.62E-05	0.000297051	yes
Cdon	Cdon	Cdon	chr9:35259660-35315237	SVZ_IZ	VZ	OK	27.9104	78.771	1.49686	-8.53397	0	0	yes
Cacng5	Cacng5	Cacng5	chr11:107735918-107776369	SVZ_IZ	VZ	OK	1.78396	5.03518	1.49696	-10.9171	0	0	yes
Rab27a	Rab27a	Rab27a	chr9:72892671-72945399	CP	VZ	OK	0.306144	0.864097	1.49698	-3.45712	0.000545981	0.00163483	yes
Hadhb	Hadhb	Hadhb	chr5:30481861-30511123	CP	VZ	OK	15.8373	44.7068	1.49717	-10.034	0	0	yes
Rcc2	Rcc2	Rcc2	chr4:140257387-140279135	CP	VZ	OK	61.9434	174.937	1.49782	-10.5007	0	0	yes
Car12	Car12	Car12	chr9:66561492-66614652	SVZ_IZ	VZ	OK	0.275169	0.777652	1.49881	-2.98546	0.00283154	0.00734597	yes
Prkcdbp	Prkcdbp	Prkcdbp	chr7:112629129-112630711	CP	VZ	OK	9.5779	27.0709	1.49896	-7.48376	7.22E-14	6.13E-13	yes
Ccdc86	Ccdc86	Ccdc86	chr19:11011649-11023756	CP	VZ	OK	4.31995	12.237	1.50216	-8.44191	0	0	yes
Mapkapk2	Mapkapk2	Mapkapk2	chr1:132950280-132994120	CP	VZ	OK	19.3384	54.7928	1.50252	-10.733	0	0	yes
Adk	Adk	Adk	chr14:21871795-22267791	CP	VZ	OK	17.1933	48.7534	1.50365	-10.8184	0	0	yes
Tyms-ps	Tyms-ps	Tyms-ps	chr10:87429415-87430762	CP	VZ	OK	0.67273	1.90761	1.50367	-3.34959	0.000809311	0.00235181	yes
Sall4	Sall4	Sall4	chr2:168573831-168592701	SVZ_IZ	VZ	OK	0.360138	1.02123	1.50369	-4.40665	1.05E-05	4.16E-05	yes
Plxnb1	Plxnb1	Plxnb1	chr9:108997949-109022429	CP	VZ	OK	9.90275	28.0943	1.50438	-10.9573	0	0	yes
Veph1	Veph1	Veph1	chr3:65857479-66100759	SVZ_IZ	VZ	OK	2.72439	7.73926	1.50626	-6.88327	5.85E-12	4.37E-11	yes
4930556M19Rik	4930556M19Rik	4930556M19Rik	chr15:10644590-10719878	SVZ_IZ	VZ	OK	0.571663	1.62553	1.50767	-3.26642	0.00108916	0.0030772	yes
Stox1	Stox1	Stox1	chr10:62122169-62188847	CP	VZ	OK	0.249332	0.709038	1.5078	-3.24864	0.00115958	0.00325949	yes
Ipo11	Ipo11	Ipo11	chr13:107584518-107726995	CP	VZ	OK	9.55169	27.1682	1.50809	-10.5484	0	0	yes
P2ry1	P2ry1	P2ry1	chr3:60806716-60812901	SVZ_IZ	VZ	OK	0.208817	0.59439	1.50917	-2.96117	0.00306477	0.00789297	yes
Rfc5	Rfc5	Rfc5	chr5:117829153-117839032	CP	VZ	OK	12.7345	36.2486	1.50919	-9.49364	0	0	yes
Scml2	Scml2	Scml2	chrX:157600703-157696145	CP	VZ	OK	0.781183	2.22393	1.50938	-5.94043	2.84E-09	1.69E-08	yes
Pter	Pter	Pter	chr2:12845667-12932491	SVZ_IZ	VZ	OK	1.95177	5.55765	1.5097	-5.43012	5.63E-08	2.95E-07	yes
Scara3	Scara3	Scara3	chr14:66538231-66572581	SVZ_IZ	VZ	OK	2.95562	8.42107	1.51054	-5.94317	2.80E-09	1.67E-08	yes
Mrc2	Mrc2	Mrc2	chr11:105153959-105212459	SVZ_IZ	VZ	OK	2.6982	7.68881	1.51077	-6.64658	3.00E-11	2.13E-10	yes
Pld6	Pld6	Pld6	chr11:59597394-59601159	CP	VZ	OK	0.199548	0.569082	1.5119	-2.34426	0.0190646	0.0403155	yes
Prkcb	Prkcb	Prkcb	chr7:129432638-129777915	CP	VZ	OK	3.09491	8.82918	1.51238	-9.91527	0	0	yes
Chst3	Chst3	Chst3	chr10:59644275-59682008	SVZ_IZ	VZ	OK	1.56566	4.46681	1.51248	-5.92588	3.11E-09	1.84E-08	yes
Pdpn	Pdpn	Pdpn	chr4:142857324-142889410	SVZ_IZ	VZ	OK	22.6621	64.6784	1.513	-7.7941	6.44E-15	5.89E-14	yes
Slc2a10	Slc2a10	Slc2a10	chr2:165329477-165345411	SVZ_IZ	VZ	OK	0.182823	0.521972	1.51353	-2.64224	0.00823607	0.019212	yes
Alyref	Alyref	Alyref	chr11:120455829-120459679	CP	VZ	OK	71.8048	205.041	1.51376	-11.1431	0	0	yes
Igdcc3	Igdcc3	Igdcc3	chr9:64988995-65033677	CP	VZ	OK	1.57374	4.49611	1.51448	-6.44818	1.13E-10	7.65E-10	yes
Notch3	Notch3	Notch3	chr17:32257837-32303797	SVZ_IZ	VZ	OK	4.07894	11.6716	1.51673	-7.5765	3.55E-14	3.09E-13	yes
Sox3	Sox3	Sox3	chrX:58144540-58146605	SVZ_IZ	VZ	OK	34.3783	98.4987	1.51861	-8.4722	0	0	yes
Slc35a4	Slc35a4	Slc35a4	chr18:36830812-36843516	CP	VZ	OK	12.6508	36.2821	1.52003	-26.0251	0	0	yes
St5	St5	St5	chr7:116667424-116760661	CP	VZ	OK	1.78822	5.12939	1.52026	-10.5454	0	0	yes
Mpdz	Mpdz	Mpdz	chr4:80924403-81088709	CP	VZ	OK	5.07949	14.5741	1.52065	-10.5519	0	0	yes
Aqp1	Aqp1	Aqp1	chr6:55286292-55298549	SVZ_IZ	VZ	OK	0.741386	2.12764	1.52096	-3.78783	0.000151966	0.000503747	yes
Cox6b2	Cox6b2	Cox6b2	chr7:4703395-4704696	CP	VZ	OK	2.69373	7.73194	1.52123	-4.20572	2.60E-05	9.74E-05	yes
Lims1	Lims1	Lims1	chr10:57786213-57887439	CP	VZ	OK	7.68765	22.0729	1.52166	-11.2909	0	0	yes
Slc35g2	Slc35g2	Slc35g2	chr9:100452606-100471504	SVZ_IZ	VZ	OK	0.797015	2.28861	1.52179	-3.33224	0.000861514	0.00248971	yes
Nudt1	Nudt1	Nudt1	chr5:140807875-140814089	CP	VZ	OK	7.52365	21.6113	1.52228	-6.83051	8.46E-12	6.24E-11	yes
Rtel1	Rtel1	Rtel1	chr2:181054428-181091321	CP	VZ	OK	3.73598	10.7322	1.52239	-21.1599	0	0	yes
Lsm2	Lsm2	Lsm2	chr17:35118798-35122838	CP	VZ	OK	37.5284	107.815	1.5225	-12.8703	0	0	yes
Cpq	Cpq	Cpq	chr15:33012883-33583191	SVZ_IZ	VZ	OK	0.322736	0.927204	1.52253	-2.67086	0.00756566	0.0178136	yes
Foxo4	Foxo4	Foxo4	chrX:98449866-98456212	CP	VZ	OK	7.61544	21.89	1.52327	-9.84891	0	0	yes
Cyp2d22	Cyp2d22	Cyp2d22	chr15:82200956-82210690	SVZ_IZ	VZ	OK	0.38882	1.11792	1.52364	-3.22839	0.00124487	0.00347688	yes
Pxmp2	Pxmp2	Pxmp2	chr5:110703304-110715187	CP	VZ	OK	1.71884	4.94232	1.52376	-4.25677	2.07E-05	7.89E-05	yes
2610020C07Rik	2610020C07Rik	2610020C07Rik	chr16:11203475-11254418	CP	VZ	OK	0.864757	2.48788	1.52455	-4.4571	8.31E-06	3.34E-05	yes
Zyx	Zyx	Zyx	chr6:42299826-42308394	CP	VZ	OK	9.78691	28.1591	1.52468	-9.76099	0	0	yes
Pcolce2	Pcolce2	Pcolce2	chr9:95538046-95595970	SVZ_IZ	VZ	OK	0.790942	2.27578	1.52472	-3.54992	0.000385346	0.00118705	yes
Crybg3	Crybg3	Crybg3	chr16:59471600-59555578	CP	VZ	OK	0.41938	1.20692	1.525	-5.17673	2.26E-07	1.10E-06	yes
1700009P17Rik	1700009P17Rik	1700009P17Rik	chr1:173051791-173057098	SVZ_IZ	VZ	OK	0.570112	1.64164	1.52582	-2.49777	0.0124976	0.0278091	yes
Rab32	Rab32	Rab32	chr10:10264836-10278005	SVZ_IZ	VZ	OK	0.431185	1.24297	1.52741	-3.0536	0.00226114	0.00598194	yes
Prelp	Prelp	Prelp	chr1:135806881-135817978	SVZ_IZ	VZ	OK	0.477878	1.37862	1.52851	-3.5829	0.000339796	0.00105674	yes
Nfatc1	Nfatc1	Nfatc1	chr18:80802943-80909810	CP	VZ	OK	0.290543	0.838355	1.52881	-5.18309	2.18E-07	1.07E-06	yes
Etv6	Etv6	Etv6	chr6:133985724-134220165	CP	VZ	OK	3.01535	8.70572	1.52964	-9.2458	0	0	yes
Gypc	Gypc	Gypc	chr18:32687973-32719688	SVZ_IZ	VZ	OK	2.97751	8.59976	1.53019	-5.43444	5.50E-08	2.88E-07	yes
Ncam2	Ncam2	Ncam2	chr16:81200941-81624532	SVZ_IZ	VZ	OK	0.38983	1.12597	1.53025	-3.82521	0.000130658	0.000438275	yes
Magt1	Magt1	Magt1	chrX:103163423-103207238	CP	VZ	OK	4.36935	12.6306	1.53143	-18.678	0	0	yes
Jph1	Jph1	Jph1	chr1:16985020-17087970	CP	VZ	OK	1.13719	3.28914	1.53223	-6.77198	1.27E-11	9.27E-11	yes
Arhgef3	Arhgef3	Arhgef3	chr14:28051224-28217090	SVZ_IZ	VZ	OK	0.17785	0.514867	1.53354	-2.7612	0.00575885	0.0139267	yes
Etl4	Etl4	Etl4	chr2:20211539-20732162	SVZ_IZ	VZ	OK	6.72781	19.4822	1.53394	-22.4139	0	0	yes
Rgs3	Rgs3	Rgs3	chr4:62220880-62364053	CP	VZ	OK	6.25377	18.1158	1.53445	-11.0697	0	0	yes
Alkbh2	Alkbh2	Alkbh2	chr5:114573942-114578185	CP	VZ	OK	3.70393	10.738	1.53559	-5.79743	6.73E-09	3.87E-08	yes
Cntf	Cntf	Cntf	chr19:12838017-12870613	CP	VZ	OK	0.856056	2.48216	1.53582	-3.55812	0.000373523	0.00115368	yes
Igf2bp1	Igf2bp1	Igf2bp1	chr11:95818477-95867258	CP	VZ	OK	4.11087	11.9229	1.53622	-10.5128	0	0	yes
Wnt7a	Wnt7a	Wnt7a	chr6:91313976-91361363	CP	VZ	OK	8.86972	25.7271	1.53633	-10.1302	0	0	yes
Igsf11	Igsf11	Igsf11	chr16:38902457-39027270	SVZ_IZ	VZ	OK	3.70061	10.7485	1.53829	-6.4108	1.45E-10	9.70E-10	yes
Syt13	Syt13	Syt13	chr2:92755257-92796208	CP	VZ	OK	0.631467	1.83441	1.53853	-5.06884	4.00E-07	1.90E-06	yes
Dcxr	Dcxr	Dcxr	chr11:120586686-120588595	CP	VZ	OK	2.63603	7.65788	1.53858	-4.82339	1.41E-06	6.26E-06	yes
Acsbg1	Acsbg1	Acsbg1	chr9:54452803-54509692	SVZ_IZ	VZ	OK	5.07484	14.7459	1.53888	-6.60013	4.11E-11	2.88E-10	yes
Anxa9	Anxa9	Anxa9	chr3:95086856-95111098	CP	VZ	OK	0.227685	0.661924	1.53963	-2.73008	0.00633186	0.0151725	yes
Hhat	Hhat	Hhat	chr1:194336709-194597413	CP	VZ	OK	0.391994	1.14006	1.5402	-3.85046	0.000117898	0.000398001	yes
Slc1a3	Slc1a3	Slc1a3	chr15:8584123-8660807	SVZ_IZ	VZ	OK	30.3494	88.2996	1.54074	-8.90872	0	0	yes
Mdc1	Mdc1	Mdc1	chr17:35978442-35996615	CP	VZ	OK	5.50952	16.0336	1.5411	-10.7069	0	0	yes
Ttc8	Ttc8	Ttc8	chr12:100158783-100221448	CP	VZ	OK	4.94658	14.3956	1.54112	-9.00393	0	0	yes
Fstl5	Fstl5	Fstl5	chr3:75878482-76513927	CP	VZ	OK	4.15709	12.1015	1.54154	-19.0447	0	0	yes
Akap13	Akap13	Akap13	chr7:82600419-82899495	CP	VZ	OK	0.919863	2.67829	1.54182	-8.43442	0	0	yes
Slc35a3	Slc35a3	Slc35a3	chr3:116373715-116415198	CP	VZ	OK	1.30826	3.81003	1.54216	-6.72917	1.71E-11	1.23E-10	yes
Etfa	Etfa	Etfa	chr9:55302242-55360050	CP	VZ	OK	26.1099	76.0876	1.54307	-10.6494	0	0	yes
Eln	Eln	Eln	chr5:135178465-135223124	SVZ_IZ	VZ	OK	3.08593	9.00772	1.54546	-6.39624	1.59E-10	1.06E-09	yes
Ntng1	Ntng1	Ntng1	chr3:109582967-109946390	CP	VZ	OK	0.205469	0.599795	1.54555	-4.46077	8.17E-06	3.29E-05	yes
Naaladl1	Naaladl1	Naaladl1	chr19:6105797-6115555	CP	VZ	OK	0.263141	0.768205	1.54566	-2.99973	0.00270222	0.00703525	yes
Six5	Six5	Six5	chr7:19679892-19683694	SVZ_IZ	VZ	OK	2.40655	7.02786	1.54612	-5.53477	3.12E-08	1.68E-07	yes
Pnpla2	Pnpla2	Pnpla2	chr7:148641086-148646642	CP	VZ	OK	3.28167	9.59039	1.54716	-7.82376	5.11E-15	4.70E-14	yes
Scpep1	Scpep1	Scpep1	chr11:88767241-88816756	CP	VZ	OK	8.58165	25.0913	1.54786	-9.33684	0	0	yes
